,0,1,2,3
EX_co2,1.5761441069394984,2.434068391688844,3.9978337110197306,5.945792112837495
EX_glc,-0.684,-1.209,-2.166,-3.358
EX_o2,-1.4639367916550408,-2.2201196234095972,-3.5984237993842103,-5.315379408440438
biomass,0.056968428962292164,0.10862325778509857,0.2027831208430797,0.32006473185866935
