,range
MI1456PKn,0.0
MI145P6Kn,0.0
MI145PKn,0.0
NADPPPS,500.0
NADPPPSm,500.0
NADPt,6.571428571428575
MI145Ptn,0.0
FUM,758.8953271028035
MI1PP,109.0
MI1PS,0.017538000711648724
MINOHPtn,0.0
NADS1,6.571428571428569
NADS1n,0.0
NADtn,0.0
MIP2C124PLC_SC,0.0
NAPRT,0.0
MIP2C126PLC_SC,0.0
FUMAC,0.0
MIP2C224PLC_SC,0.0
MIP2C226PLC_SC,0.0
MIP2C324PLC_SC,0.0
MIP2C326PLC_SC,0.0
NAPRTm,0.0
NAt3_1,0.0
NDP1,500.0
NDP3,500.0
NDP3g,0.0
NDP4,500.0
MIP2CS124_SC,0.0
MIP2CS126_SC,0.0
NDP7,500.0
MIP2CS224_SC,0.0
FUMm,500.0
MIP2CS226_SC,0.0
MIP2CS324_SC,0.0
MIP2CS326_SC,0.0
MIPC124PLC_SC,0.0
NDPK1,1000.0
NDPK2,500.0
NDPK3,490.5
NDPK4,13.8
NDPK5,513.8
MIPC126PLC_SC,0.0
NDPK6,772.5
FUMt2r,34.50000000000012
NDPK7,513.8
NDPK8,1000.0
MIPC224PLC_SC,0.0
MIPC226PLC_SC,0.0
MIPC324PLC_SC,0.0
NDPK9,1000.0
NFORTYRt,6.0
NFTYROX,6.000000000000001
NH4t,500.0
NH4ti,500.0
NH4tm,150.0936170212768
NTD1,500.0
G12MT1g,0.0
NTD10,272.49999999999994
NTD11,500.0
NTD2,500.0
NTD3,500.0
NH4tn,0.0
NH4tp,228.5511597454647
NMNAT,0.0
NMNATm,0.0
NMNTP,0.0
NTD4,500.0
G12MT2g,0.0
NTD5,500.0
NMNt2m,0.0
NMNt2p,0.0
NNAM,0.0
G13MTg,0.0
NNAMrm,0.0
NTD6,13.8
NTD7,500.0
NNATr,6.571428571428571
NNATm,0.0
NNDPR,6.571428571428572
NTD8,13.8
NTD9,500.0
NTP3,500.0
G16MTg,0.0
G3PCt,9.469234406747072
NNDPRm,0.0
G3PD1ir,500.0
NNMT,0.0
NTP4,500.0
NTRLASE,0.0
NTRLASE2,0.0
NTRLASE3,0.0
PEPDt3,0.0
G3PD1irm,276.000000000001
PETHCT,0.0
PETOHM_SC,9.46923440674706
PEtg_SC,0.09444694955400414
O2t,138.00000000000003
O2ter,3.2093023255813957
O2tm,138.0
OAAt,34.50000000000005
PEtm_SC,0.09469234406747067
OAAt2m,1000.0
PEtv_SC,0.09444694955400426
OBDHm,150.4
PPM,772.5
OCBT,104.04083118809687
OCDCAt,0.0
OCDCEAt,0.0
OCDCYAt,0.0
OHACT1,272.5
PFK,500.0
PFK26,500.0
PFK_2,0.0
PFK_3,500.0
PGAMT,0.0
OHACT2,272.5
PGCD,228.55115974546476
PPNCL2,0.0
PGI,1000.0
OHACT3,14.526315789473681
OHACT4,272.49999999999994
PGK,197.32692307692318
PGL,138.0
PGM,265.0613916945575
PGMT,272.50000000000017
PGPPAm_SC,0.0
OHACT5,11.499999999999998
OHPBAT,0.0
OMCDC,18.4
OMCDCm,0.0
OMPDC,27.6
PHCDm,500.0
PHCHGSm,500.0
PHEACt,11.5
ORNDC,25.090909090909093
PPND,13.799999999999999
ORNTA,376.0
ORNTACim,376.0000000000001
ORNt2r,25.0909090909091
ORNt3m,376.0
PHETA1,13.799999999999997
PHETRS,0.0
PHETRSm,0.0
PHEt2m,0.0
PHEt2r,13.800000000000004
ORPT,27.60000000000001
OXAGm,19.71428571428571
PI35BP5P_SC,500.0
PPND2,13.800000000000004
PI3P4K_SC,0.0
PI3P5K_SC,500.0
OXO2Ctm,0.0
P5CDm,248.8571428571427
PPNDH,13.80000000000001
P5CR,375.99999999999994
PACALDt,13.799999999999985
PACALDtm,13.8
PAK_SC,500.0
PAN4Ptm,152.65027371897722
PI45BP5P_SC,500.0
PI45BPP_SC,0.0
PI4P5K_SC,500.0
PIN3K_SC,0.0
PIN4K_SC,0.0
PIN4Kn_SC,0.0
PINOS_SC,108.99999999999996
PIt2m,1000.0
PANTS,11.999999999999996
PANTtm,12.0
PAPSR,169.18632878755594
PAPt,13.80000000000002
PIt2n,0.0
PIt2p,0.0
PIt2r,41.39999999999999
PAPtm,152.65027371897733
PIt2v,0.0
PAtm_SC,4.20409837550374
PPPG9tm,0.0
PC,500.0
PCDAGAT,0.7551176860600033
PIt5m,92.0000000000003
PLBP1I_SCe,0.0
PLBPC_SC,63.37254460319052
PDE1,272.49999999999994
PLBPC_SCe,0.0
PPPGOm,0.0
PLD_SC,181.66666666666666
PMANM,2.6733869386681057
PMDPHT,0.0032759661706664315
PMETM_SC,9.469234406747091
PDE2,0.0
PDE3,0.0
PDE4,0.0
PDE5,0.0
GCC2cm_copy2,500.0
PDHm,92.00000000000001
PDX5POi,0.0
PENDPtm,0.0
PMEVK,19.255813953488392
PMI12346PH,500.0
PMI12346PS,500.0
PEPAT,0.0
PPTTm,0.0
PMI1346PH,500.0
PMI1346PS,500.0
PMPK,181.66666666666666
PPYRDC,13.799999999999999
PNP,0.0
PNTK,0.0
PNTOt2,12.000000000000004
PYRDC2,25.090909090909104
PYRt,500.0
POLYAO,11.04
PRAGSr,27.599999999999934
POLYAO2,5.750000000000003
POLYAO3,12.0
PYRt2,500.0
PYRt2m,1000.0
PRAIS,27.600000000000023
PYRt2p,228.55115974546433
QUILSYN,6.272727272727273
PPA,500.0
PPAm,430.5806364330573
PPBNGS,0.0
PPCDC,0.0
PPCK,499.5
PRAIi,71.99251868854813
QULNS,6.571428571428572
PRAMPC,21.23076923076923
QULNtm,0.0
RAFGH,0.0
RBFK,0.0
SLCBK2,0.0
SLFAT,669.186328787556
RBFKm,0.0
PRASCSi,27.6
RBFSa,0.00655193234133291
RBFSb,0.003275966170666457
SO3ti,169.18632878755608
SO4ti,169.18632878755608
RBK,500.0
SPH1Pter,0.0
RIBFLVt2,0.0
PRATPP,21.230769230769234
RIBFLVtm,0.0
SPHPL,0.0
RIBt2,0.0
PRFGS,27.599999999999998
SPMDAT1,11.04
RNDR1,13.799999999999999
PRMICI,21.23076923076923
RNDR1n,0.0
SPMDt3i,500.0
SPMDtex2,500.0
RNDR2,13.8
RNDR2n,0.0
RNDR3,13.799999999999999
RNDR3n,0.0
SPMS,13.142857142857142
SPRMS,12.0
SPRMt2i,0.0
SQ23EPXter,3.2093023255814015
SQLEr,3.2093023255813975
SQLErx,0.0
RNDR4,13.799999999999997
RNDR4n,0.0
SQLS,3.2093023255813953
RNMK,0.0
PRO1xm,375.9999999999999
RNTR1,13.799999999999999
RNTR2,13.8
SQLter,3.209302325581396
SRB_Lt,0.0
RNTR3,13.799999999999999
PROTRS,0.0
RNTR4,13.799999999999999
RPE,139.9950124590321
SSALy,92.00000000000011
PROt2r,25.0909090909091
RPI,71.17339655685092
SACCD1,19.71428571428575
SUCCt2r,34.499999999999986
SACCD2,19.71428571428575
PROtm,376.0
SADT,500.0
SAM24MT,2.816326530612244
SBPP1er,0.0
SBPP2er,0.0
SBTD_D2,290.44313725490196
SBTD_L,0.0
SUCCtm,500.0
SUCD1m,1000.0
SUCD2_u6m,1000.0
SUCD3_u6m,1000.0
SUCFUMtm,500.0
SUCOASm,92.00000000000017
SUCRe,0.0
SUCRt2,0.0
SBTR,290.4431372549019
SBT_Dt,21.23076923076923
SBT_Lt,0.0
SERAT,30.666666666666668
SULR,30.666666666666668
T4HCINNMFM,0.0
SERPT,0.0
PRPPS,272.50000000000006
SERTRS,0.0
SERt2m,531.1241232646602
SERt2r,46.00000000000003
SFGTHi,0.0
TAGL_SC,75.51176860600033
TALA,546.0
TAUDO,0.0
TAURt,0.0
SHCHD,0.0
SHCHF,0.0
SHK3Dr,19.714285714285715
SHKK,19.714285714285715
SHSL1,500.0
TCHOLAabcv,0.0
THFATm,500.0
THFGLUS,0.0
THIORDXi,26.247749369823577
THIORDXm,0.0
THIORDXni,0.0
THIORDXp,0.0
SHSL4r,500.0
SLCBK1,0.0
PRPPtm,0.0
THMDPe,0.0
THMDt2,0.0
THMP,500.0
PSCVT,19.714285714285687
THMPPt2m,0.0
THMPe,0.0
THRt2r,34.5
THYMt3r,27.599999999999984
THZPSN1_SC,0.0
THZPSN2_SC,0.0
THMt2,0.0
PSERDg_SC,9.44469495540041
THRA2,0.0
TKT1,69.99750622951606
PSERDm_SC,9.46923440674709
TKT2,69.99750622951608
TMDK1,500.0
TMDPK,500.0
THRA,128.74936798485882
THRD_L,150.4
THRD_Lm,150.09361702127677
THRS,150.4
THRTRS,0.0
THRTRSm,0.0
THRt2m,150.09361702127663
URIK1,500.0
TMDPP,27.600000000000005
TMDPPK,0.0
TMDS,27.6
TMN,181.66666666666666
TMPK,500.0
TMPPP,181.66666666666666
TPI,197.3269230769232
TRDOXtp,0.0
TRDR,169.18632878755608
PSERDv_SC,9.444694955400438
TRDRDtp,0.0
TRDRm,0.0
TRE6PP,181.66666666666666
URIK2,500.0
URIt2,0.0
UTPH1,272.5
UTPtm,0.0
TRE6PS,181.66666666666654
TREH,181.66666666666654
PSERS_SC,429.8790719571215
TREHv,181.66666666666666
VALTA,500.0
VALTAim,500.0
VALTRS,0.0
TREt2,0.0
TREt2v,181.6666666666666
VALTRSm,0.0
PSERSm_SC,420.40983755037445
VALt2m,500.0
VALt2r,22.999999999999993
XANt,27.59999999999995
XPPT,272.49999999999994
XTSNt2,0.0
TRIGS_SC,75.51176860600035
TRPO2,71.99251868854864
TRPS1,71.99251868854864
TRPTA,11.499999999999995
TRPTRS,0.0
TRPTRSm,0.0
TRPt2m,0.0
TRPt2r,11.499999999999996
TTCCOAtx,0.0
XYLK,0.0
XYLR,0.0
XYLTD_D,0.0
XYLTt,0.0
TTDCAtr,6.900000000000011
TYRNFT,12.0
PSERT,228.55115974546453
TYRTAi,13.799999999999999
TYRTAim,13.800000000000004
TYRTAip,0.0
XYLt,0.0
YUMPS,0.0
ZYMSTAT_SC,0.0
ZYMSTESTH_SC,0.0
TYRTRS,0.0
TYRTRSm,0.0
ZYMSTESTH_SCe,0.0
TYRt2m,13.8
PSPH1Pter,0.0
TYRt2p,0.0
TYRt2r,13.8
TYRt6,500.0
TYRt7,500.0
UDPACGLP,0.0
ZYMSTt,2.905263157894737
SERD_L,228.55115974546467
UDPG4E,0.0
PSPHPL,0.0
UDPGALt2g,0.0
UGLT,1000.0
UGLYCH,0.0
PSPHS,0.0
UMPK,500.0
PSP_L,228.5511597454652
UMPKn,0.0
UMPtn,0.0
PStg_SC,0.09444694955400415
PStm_SC,4.298790719571215
UNK3,13.142857142857148
UPP3MT,0.0
PStv_SC,0.09444694955400419
UPP3S,0.0
UPPDC1,0.0
UPPRT,272.5
PTD1INOtn_SC,0.0
URAt2,0.0
PTD4INOtn_SC,0.0
UREA2t2,104.04083118809686
UREASE,87.97153262884498
PTE10x,0.0
URIDK2r,772.4999999999999
URIDK2rn,0.0
PTE11x,0.0
PTE12x,0.0
PTE2x,0.0
PTE7x,0.0
PTE8x,0.0
PTE9x,0.0
PTPATi,152.6502737189771
PTPATim,0.0
PTRCt3i,500.0
PTRCtex2,500.0
PUNP1,772.5
PUNP1m,0.0
PUNP2,238.8029326985511
PUNP3,772.5
PUNP3m,0.0
PUNP4,13.8
PUNP5,497.5029326985516
PUNP6,225.0029326985511
PUNP7,272.5
PYAM5PO,0.0
PYDAMK,500.0
PYDXK,0.0
PYDXNK,0.0
PYDXNO,0.0
PYDXO,0.0
PYK,500.0
PYNP2r,545.0
PYR5CDm,376.0
PYRDC,91.99999999999987
