Subsystem,count
Extracellular exchange,12.037037037037036
S_Transport__Extracellular,11.243386243386242
S_Nucleotide_Salvage_Pathway,8.994708994708994
S_Transport__Mitochondrial,7.01058201058201
S_Purine_and_Pyrimidine_Biosynthesis,5.291005291005291
Other,55.423280423280424
