,rxn,lb,ub
458,SHSL1,0.0392210823650032,0.0484864894102372
459,SOTA,-100.0,99.92451284832339
460,SPMS,0.0018804628531228,0.0023246946977479
461,SSALx,-100.0,100.0
462,SSALy,-100.0,100.0
463,SUCD,-100.0,100.0
464,SUCOAS,-100.0,100.0
465,SULR,-0.077398717366064,-0.0626083988694217
466,TALA,-49.94817981651808,50.06406194388447
467,TDSK,0.0022565554237525,0.0027896336373027
468,TESTAKGDH,-100.0,100.0
469,TESTNADTRHD,-100.0,100.0
470,THDPS,0.0949902378377471,0.1174302921605268
471,THRAr,-100.0,100.0
472,THRD,-100.0,100.0
473,THRDL,-99.92585603607564,100.0
474,THRS,-100.0,99.86578867979489
475,TKT1,-49.941410150246725,50.07243084479629
476,TKT2,-50.07243084479627,49.94141015024673
477,TMAOR1,0.0,0.0
478,TMAOR2,0.0,0.0
479,TMDK1,-100.0,100.0
480,TMDS,0.0066353474960179,0.0082028512906262
481,TPI,-99.43775262104668,100.0
482,TRDR,-99.9104741185744,100.0
483,TRE6PH,-100.0,100.0
484,TRE6PP,-100.0,100.0
485,TRE6PS,-100.0,99.99468097650107
486,TREH,-100.0,100.0
487,TREHe,0.0,0.0
488,TRPAS1,-100.0,99.93739160112955
489,TRPAS2,-100.0,100.0
490,TRPS1,-99.98549357227567,100.0
491,TRPS2,-100.0,100.0
492,TRPS3,-99.98549357227567,100.0
493,TRSAR,-100.0,100.0
494,TYRTA,-0.0435050007717467,-0.0351915191089968
495,U23GAAT,0.0045131108475044,0.0055792672746057
496,UAAGDS,0.0074143963924009,0.0091659390939233
497,UAGAAT,0.0045131108475044,0.0055792672746057
498,UAGCVT,0.0074143963923773,0.0091659390939469
499,UAGDP,0.0193419036320603,0.0239111454626417
500,UAGPT3,0.0074143963924009,0.0091659390939233
501,UAMAGS,0.0074143963924009,0.0091659390939469
502,UAMAS,0.0074143963923773,0.0091659390939469
503,UAPGR,0.0074143963923773,0.0091659390939469
504,UDCPDP,0.0074143963924009,0.0091659390939233
505,UGMDDS,0.0074143963924009,0.0091659390939233
506,UHGADA,0.0045131108475044,0.0055792672746057
507,UMPK,-99.90568135603836,100.0
508,UNK3,0.0018804628531228,0.0023246946977479
509,UPPRT,-100.0,100.0
510,URIDK2r,-99.91231670353388,100.0
511,URIK2,-100.0,100.0
512,USHD,0.0022565554237525,0.0027896336373027
513,VALTA,-100.0,99.73866939092636
514,VPAMT,-99.89200770471894,99.7879203248759
515,XPPT,-100.0,100.0
516,biomass,0.2686375504505491,0.3320992425322231
517,EX_ac,-21.42339643527972,-11.62218664401248
518,EX_co2,7.801328139184122,30.725995361840216
519,EX_h,-100.0,100.0
520,EX_h2o,6.060068186330327,8.046983863107172
521,EX_nh3,-3.8546132623760103,-2.969546686391363
522,EX_o2,-58.69224327792705,0.0
523,EX_pi,-0.3169013848993316,-0.2563438902250192
524,EX_so4,-0.077398717366064,-0.062608398869427
525,ABUTt2,-100.0,100.0
526,ACt2r,11.622186644012473,21.42339643527976
527,ALAabc,-100.0,100.0
528,ALARi,-100.0,100.0
529,ARBabc,-100.0,100.0
530,ARBt2r,-100.0,100.0
531,ARGabc,-100.0,100.0
532,ARGORNt7,-100.0,100.0
533,ASNabc,-100.0,100.0
534,ASNt2r,-100.0,100.0
535,ASPabc,-100.0,100.0
536,ASPt2,-100.0,100.0
537,ATPS4r,0.0,100.0
538,Cex,-2.3299585839957584,-1.8771708895153552
539,CHLabc,-100.0,100.0
540,CHLt2r,-100.0,100.0
541,CO2t,-100.0,92.19867186081339
542,CYTBD,0.0,100.0
543,CYTBO3,-100.0,100.0
544,DMSOR1e,0.0,0.0
545,DMSOR2e,0.0,0.0
546,FDH2,0.0,60.66470693833745
547,FDH3,-100.0,100.0
548,FORt,-100.0,92.19867186081116
549,FRUpts,0.0,0.0
550,FRUpts2,0.0,0.0
551,FUMt22,0.0,100.0
552,GALabc,-100.0,100.0
553,GALt2,-100.0,100.0
554,GLCDe,0.0,0.0
555,GLCNt2r,0.0,0.0
556,GLCpts,0.0,0.0
557,GLCt2,0.0,0.0
558,GLUabc,-100.0,100.0
559,GLUABUTt7,-100.0,100.0
560,GLUt2r,-100.0,100.0
561,GLUt4,-100.0,100.0
562,GLYBabc,-100.0,100.0
563,GLYBt2r,-100.0,100.0
564,GLYC3Pabc,0.0,0.3169014409720145
565,GLYC3Pt6,-0.3169013848992716,0.0
566,H2Ot,-100.0,100.0
567,HISabc,-100.0,100.0
568,HISt2r,-100.0,100.0
569,Ht,-100.0,0.0
570,HYD1,0.0,60.66470817121825
571,HYD2,-100.0,100.0
572,HYD3,-100.0,100.0
573,ILEabc,-100.0,100.0
574,ILEt2r,-100.0,100.0
575,Kabc,-100.0,100.0
576,Kt2r,-100.0,100.0
577,LEUabc,-100.0,100.0
578,LEUt2r,-100.0,100.0
579,LYSabc,0.0,100.0
580,LYSt2r,-99.974121755041,0.0
581,NADH6,0.0,60.66487233673713
582,NADH7,-100.0,100.0
583,NADH8,-100.0,100.0
584,NAt31,-100.0,100.0
585,NH3t,2.969546686391511,3.8546132623796874
586,NMNP,-100.0,100.0
587,NMNt7,-100.0,100.0
588,NO3R1,-60.6639654603228,0.0
589,NO3R2,0.0,60.66471081437231
590,O2t,0.0,58.692243277925414
591,ORNabc,0.0,100.0
592,PIabc,0.0,0.3169013848992553
593,PIt2r,0.0,0.3169013848992731
594,PROabc,-100.0,100.0
595,PROt2r,-100.0,100.0
596,PROt4,-100.0,100.0
597,PTRCabc,0.0,100.0
598,PTRCORNt7,-100.0,99.94164059486737
599,PTRCt2r,-100.0,0.0
600,SERt2r,-100.0,100.0
601,SERt4,-100.0,100.0
602,SUCCabc,-100.0,0.0
603,SUCCt22,0.0,100.0
604,SUCFUMt,-100.0,0.0
605,SULabc,0.0626083988694217,0.077398717366064
606,THD2,-100.0,100.0
607,THRabc,-100.0,100.0
608,THRt2r,-100.0,100.0
609,THRt4,-100.0,100.0
610,TMAOR1e,0.0,0.0
611,TMAOR2e,0.0,0.0
612,TREpts,0.0,0.0
613,VALabc,-100.0,100.0
614,VALt2r,-100.0,100.0
615,XYLabc,-100.0,100.0
616,XYLt2,-100.0,100.0
617,biomass_ce,0.2686375504505491,0.3320992425322231
618,biomass_EX,0.2686375504505812,0.3320992425321908
619,OROTex,0.0,100.0
620,DCTA,-99.95988727392124,0.1413660734791335
621,EX_oro,0.0401127260787766,0.1413660734791382
